date,temperature(℃),rainfall(mm),daylight hours(h),wind speed(m/s),vapor pressure(hPa),地名
2018/6/25,22.6,110,31.6,1.6,21.2,奈良
2018/7/2,28,17,47.7,2.6,25.5,奈良
2018/7/9,25.7,266.5,21.9,2,26.7,奈良
2018/7/16,29.4,0,60.1,1.6,27.6,奈良
2018/7/23,30.9,0,74.8,1.9,28.6,奈良
2018/7/30,29.2,54,53.9,2.7,26.9,奈良
2018/8/6,30.3,0,78.3,2.1,26.5,奈良
2018/8/13,28.4,0.5,31.7,2,27.4,奈良
2018/8/20,26.8,5,57.6,2.6,23.5,奈良
2018/8/27,29.6,28.5,60.9,3.6,27.1,奈良
2018/9/3,27.4,63.5,43.4,2.3,26.5,奈良
2018/9/10,24.8,96.5,13.8,2.5,25.7,奈良
2018/9/17,23.8,7,10.6,1.9,23.5,奈良
2018/9/24,22.6,39,29.2,1.4,20.7,奈良
2018/10/1,19.9,119,21.4,2.4,18.7,奈良
2018/10/8,21.9,12.5,37,2.3,19.2,奈良
2018/10/15,18.4,2.5,28.1,1.6,15.9,奈良
2018/10/22,16.4,0,44.3,1.4,13.2,奈良
2018/10/29,15.8,18,42,1.9,13,奈良
2018/11/5,14,0,38.3,1.9,11.2,奈良
2018/11/12,16,26.5,37.3,1.6,13.9,奈良
2018/11/19,12.2,1.5,23.5,1.3,10.8,奈良
2018/11/26,9.3,1,36.3,1.4,8.8,奈良
2018/12/3,11.9,8,34.1,1.4,10.6,奈良
2018/12/10,9.8,26.5,22.6,2.2,9.5,奈良
2018/12/17,6.4,42.5,20.7,1.8,7.4,奈良
2018/12/24,9.1,16,22.9,2,9.1,奈良
2018/12/31,4.2,0.5,30.1,2.2,5.9,奈良
2019/1/1,4.2,1,27.9,2.3,5.9,奈良
2019/1/8,5,0,27.9,1.8,6.2,奈良
2019/1/15,4.4,1,24.1,1.6,6.1,奈良
2019/1/22,5.5,2.5,28.8,2.3,6.2,奈良
2019/1/29,4.3,1.5,22.1,2.6,5.5,奈良
2019/2/5,5.5,31,39.9,1.9,6.6,奈良
2019/2/12,5.1,7,19.4,2.1,6.7,奈良
2019/2/19,5.2,14,24.3,1.7,6.4,奈良
2019/2/26,8.2,0,42.6,2.1,7,奈良
2019/3/5,8.5,41,26.5,1.7,7.8,奈良
2019/3/12,8.8,37,26.4,2.4,8.4,奈良
2019/3/19,7,12,32.9,2.1,6.6,奈良
2019/3/26,10.3,6.5,32.7,2.2,8.1,奈良
2019/4/2,10,11,37.2,2.6,7.5,奈良
2019/4/9,12,8.5,71.2,2.5,7.1,奈良
2019/4/16,11.4,27.5,45.1,2.4,7.9,奈良
2019/4/23,16.9,0,50.9,2.1,12,奈良
2019/4/30,15.7,36,10.8,2.8,13.3,奈良
2019/5/7,17.3,11,62.9,2,11.2,奈良
2019/5/14,18.8,5.5,62.3,1.7,11.3,奈良
2019/5/21,20.6,53.5,47.3,3.3,14.6,奈良
2019/5/28,22.5,18,70.1,1.7,12.7,奈良
2019/6/4,21.3,0,42.1,1.8,15.5,奈良
2019/6/11,21.9,45.5,30.1,2.1,19.1,奈良
2019/6/18,21.1,24.5,29.9,2.6,17.3,奈良
2019/6/25,23.6,25.5,57.3,1.8,18.9,奈良
2019/7/2,25.3,74,10.4,1.9,26,奈良
2019/7/9,24.1,43.5,12.6,1.9,23.6,奈良
2019/7/16,24.2,51.5,18.1,2,24,奈良
2019/7/23,26.2,95.5,14.2,1.6,28,奈良
2019/7/30,28,85,48,2,28.4,奈良
2019/8/6,30.4,0,63.9,2.5,28.9,奈良
2019/8/13,30.3,0,70.9,2.5,28,奈良
2019/8/20,28.5,177.5,33.3,3,29.3,奈良
2019/8/27,26.1,60,32.1,2,25.7,奈良
2019/9/3,25.9,60.5,29.7,1.7,26.4,奈良
2019/9/10,28.7,14,66.1,2.5,27.5,奈良
2019/9/17,25.6,12,43.5,2.4,23.3,奈良
2019/9/24,22.6,9.5,24.9,2.4,20.5,奈良
2019/10/1,25,0,42.9,1.9,22,奈良
2019/10/8,22.3,23.5,27.4,2.1,19.4,奈良
2019/10/15,19.3,119,22,2.6,17.3,奈良
2019/10/22,18.4,43.5,20.6,2.1,17.1,奈良
2019/10/29,17.3,93,22.7,1.8,16.3,奈良
2019/11/5,14.6,0,53.1,1.5,12.1,奈良
2019/11/12,12.8,2,53.4,1.5,10.2,奈良
2019/11/19,12.6,24,47.4,1.9,10.5,奈良
2019/11/26,11.9,2.5,24.5,1.4,10.8,奈良
2019/12/3,8.7,14,29.8,1.7,8.8,奈良
2019/12/10,6.7,0,25.2,1.5,7.1,奈良
2019/12/17,7.8,4,32.5,1.4,8.2,奈良
2019/12/24,7.9,23.5,21.8,1.7,8.5,奈良
2019/12/31,7.5,30,24.2,1.7,8.4,奈良
2020/1/1,7.2,30,19,1.9,8.2,奈良
2020/1/8,6.9,24,24.9,2.3,7.2,奈良
2020/1/15,6.8,3,31.1,2,7,奈良
2020/1/22,5.8,4,23.1,1.9,6.5,奈良
2020/1/29,8.8,39.5,9.1,2,9.1,奈良
2020/2/5,5.7,0,31.8,2.3,5.8,奈良
2020/2/12,3.7,1.5,28.6,2.1,5.4,奈良
2020/2/19,8.3,30.5,17.1,2.2,9.1,奈良
2020/2/26,7.6,30,35.7,1.9,7.2,奈良
2020/3/4,7.9,21,27,2.1,7.6,奈良
2020/3/11,9.6,43,31.1,2.5,8.8,奈良
2020/3/18,7.9,21.5,48.9,2.2,6.8,奈良
2020/3/25,11.4,0,60.3,2.5,7.3,奈良
2020/4/1,12.1,82.5,12,2.1,11.3,奈良
2020/4/8,11.2,0.5,57,2.6,7,奈良
2020/4/15,10.5,48,48.2,2.8,7.5,奈良
2020/4/22,14.2,34,28.3,2.8,10.5,奈良
2020/4/29,13.3,0.5,55.2,2.5,7.6,奈良
2020/5/6,19.9,4.5,53.1,1.9,14.3,奈良
2020/5/13,19.1,11.5,48.7,2.2,13.4,奈良
2020/5/20,19.4,88,38.1,2.1,15.1,奈良
2020/5/27,20.8,8.5,31.6,2.1,16.9,奈良
2020/6/3,21.5,10.5,52.4,1.8,15.4,奈良
2020/6/10,24.2,2,54.5,1.9,18.6,奈良
2020/6/17,24.9,60.5,24.5,2.2,24.2,奈良
2020/6/24,22.7,103,37.4,2.2,19.4,奈良
2020/7/1,25.5,52.5,25.3,2.3,24.1,奈良
2020/7/8,24.1,166,11.1,2.5,25,奈良
2020/7/15,23.9,85.5,2.4,2.1,25.3,奈良
2020/7/22,26.8,8,42.3,1.9,25.6,奈良
2020/7/29,25.9,123.5,5.8,1.7,28.1,奈良
2020/8/5,27.9,20.5,43.7,1.6,27.4,奈良
2020/8/12,30.2,0,56.4,2.4,26.9,奈良
2020/8/19,30.6,0,70.3,1.9,27.9,奈良
2020/8/26,29.7,52,65.6,1.9,27.8,奈良
2020/9/2,28.8,6,45.8,2,29.6,奈良
2020/9/9,27.4,31.5,29,2.3,26.6,奈良
2020/9/16,24.7,19,29.6,1.7,24.2,奈良
2020/9/23,23.4,17,28.3,2.1,20.5,奈良
2020/9/30,21.3,54,31.4,1.8,19.8,奈良
2020/10/7,20.3,7,37.4,1.9,16.7,奈良
2020/10/14,19.2,187,27.7,2.7,18,奈良
2020/10/21,15,34,34.1,1.7,13.2,奈良
2020/10/28,15.1,44.5,40.4,2.1,12.2,奈良
2020/11/4,13.6,20,48,1.9,10.8,奈良
2020/11/11,12.5,9.5,32.1,1.7,10.8,奈良
2020/11/18,13.6,0,49.9,1.3,12,奈良
2020/11/25,13.7,3,33.2,1.8,12,奈良
2020/12/2,9.9,0.5,41.4,1.6,8.9,奈良
2020/12/9,8.5,0,48.9,1.5,7.7,奈良
2020/12/16,7.7,0,24.9,2.2,6.9,奈良
2020/12/23,4.6,0,34.8,2.1,5.8,奈良
2020/12/30,6.2,15.5,26.7,1.9,7.3,奈良
2021/1/1,5.2,12.5,31.8,2.2,6.5,奈良
2021/1/8,3.4,1.5,34.3,2.8,4.7,奈良
2021/1/15,3,3.5,42.9,2,5.3,奈良
2021/1/22,4.8,11,35.9,2,6.3,奈良
2021/1/29,7.8,54.5,24.7,2.5,8.5,奈良
2021/2/5,5.6,20.5,32.5,2.5,5.9,奈良
2021/2/12,7,0.5,42,2.1,6.4,奈良
2021/2/19,7.4,31,38.4,3.2,7.1,奈良
2021/2/26,9,0.5,54.6,2.6,6.5,奈良
2021/3/5,8.9,33,33,2.6,8,奈良
2021/3/12,8.9,10.5,36.2,2.4,7.9,奈良
2021/3/19,10.7,16,48.4,2.5,8,奈良
2021/3/26,11.7,30.5,40.6,2.2,9.7,奈良
2021/4/2,15.2,30.5,54.6,2.3,10.9,奈良
2021/4/9,13.3,32,44.6,2.6,9.9,奈良
2021/4/16,13.6,10,43.7,2.4,9.9,奈良
2021/4/23,14.8,49.5,59.9,2.2,9.3,奈良
2021/4/30,15.5,68,44.9,2.1,11.5,奈良
2021/5/7,16.1,21.5,38.1,2.3,11.7,奈良
2021/5/14,18.9,10,34.7,2.3,14.1,奈良
2021/5/21,21.3,124.5,4.5,1.9,21.8,奈良
2021/5/28,19.2,46,22.6,2.2,15.3,奈良
2021/6/4,21.7,42,59.6,2.3,16.1,奈良
2021/6/11,23.5,0,54.1,1.9,17,奈良
2021/6/18,23.3,31.5,22.6,1.7,20.9,奈良
2021/6/25,22.9,31,33,1.8,20.2,奈良
2021/7/2,23.4,53,9.9,1.8,23.5,奈良
2021/7/9,26.7,135.5,7.7,2,28.2,奈良
2021/7/16,26.3,44,30,2,25.8,奈良
2021/7/23,28.4,1,75.9,2.6,25.3,奈良
2021/7/30,28.7,0,61.5,2,25.3,奈良
2021/8/6,28.5,11.5,48,1.9,27.6,奈良
2021/8/13,27.1,127.5,29.3,2.7,27,奈良
2021/8/20,23.9,169,8.1,1.8,26.4,奈良
2021/8/27,27.7,1.5,33.3,1.8,27.1,奈良
2021/9/3,27,62,38.3,1.8,25.9,奈良
2021/9/10,24.2,19.5,33.8,1.7,22.9,奈良
2021/9/17,23.1,38.5,8.1,1.6,23.3,奈良
2021/9/24,24.2,40,37.1,2.2,22.5,奈良
2021/10/1,22.9,21,27.4,2.5,20.6,奈良
2021/10/8,23.1,0,62.8,1.6,19.6,奈良
2021/10/15,23.1,3.5,42.9,1.9,20.9,奈良
2021/10/22,15.1,21,23.1,2.1,12.5,奈良
2021/10/29,14,25.5,42.3,2,11.7,奈良
2021/11/5,14.9,2,47.7,1.5,12.2,奈良
2021/11/12,13.8,34.5,21.9,2.5,12,奈良
2021/11/19,11.6,0,49.3,1.3,9.9,奈良
2021/11/26,11.5,27,38.4,2.3,9.4,奈良
2021/12/3,8.3,33,50.7,2.2,7.5,奈良
2021/12/10,8.9,31,24.1,1.6,9.1,奈良
2021/12/17,8.8,21.5,40.9,2.2,8.4,奈良
2021/12/24,6.5,9,34.5,2.3,6.7,奈良
2021/12/31,4.5,0.5,24.7,3.1,5.6,奈良
2022/1/1,3.8,0,24.2,3,5.2,奈良
2022/1/8,4.1,0,35.4,1.9,5.5,奈良
2022/1/15,4.1,10.5,32.9,2.3,5.5,奈良
2022/1/22,3.3,0,30.8,2.5,5.2,奈良
2022/1/29,4.1,13,23.6,1.6,6.3,奈良
2022/2/5,4,0,33.9,2.6,4.9,奈良
2022/2/12,3.9,0.5,37.2,1.7,5.3,奈良
2022/2/19,3.7,12.5,23.1,2.2,5.5,奈良
2022/2/26,3.3,1.5,41.2,2.8,4.7,奈良
2022/3/5,7.5,16.5,39.1,2.2,6.7,奈良
2022/3/12,7.6,0,53.4,1.9,6.3,奈良
2022/3/19,13.3,26.5,36.9,2.4,10.2,奈良
2022/3/26,9.3,29,25.6,1.7,8.5,奈良
2022/4/2,11.4,11.5,37.7,2.4,8.7,奈良
2022/4/9,13.7,0.5,62.6,2.1,8.8,奈良
2022/4/16,17.9,12.5,47.9,2.4,14,奈良
2022/4/23,16.4,8,49.7,1.9,11.5,奈良
2022/4/30,18.2,83.5,27,2.4,15.9,奈良
2022/5/7,16.5,4,60.3,2,11.3,奈良
2022/5/14,17.9,61,21.3,2.2,14.9,奈良
2022/5/21,18.1,0,25.3,1.5,12,奈良
2022/5/28,21.7,28.5,63.1,2.1,15.9,奈良
2022/6/4,21.7,9.5,58.1,1.8,14.7,奈良
2022/6/11,20.8,27,38.5,2.2,17.4,奈良
2022/6/18,22.1,12,29.5,2.3,18.9,奈良
2022/6/25,26.5,92.5,31.7,2.2,25.5,奈良
2022/7/2,28.9,0,77.6,2,25.6,奈良
2022/7/9,26.7,123.5,25.5,1.6,28,奈良
2022/7/16,26.1,30.5,14.4,1.6,27.7,奈良
2022/7/23,27.1,29.5,35.7,2.3,26.2,奈良
2022/7/30,29,28.5,61,1.9,27.4,奈良
2022/8/6,29.3,31,60.2,2.1,28.6,奈良
2022/8/13,29.2,16.5,50.1,1.9,29.2,奈良
2022/8/20,28.1,49.5,28.5,2.3,28.4,奈良
2022/8/27,27.9,13,30.8,1.9,28.4,奈良
2022/9/3,26.2,94.5,39.3,2,26.7,奈良
2022/9/10,26.3,72,28.1,2.5,26.5,奈良
2022/9/17,27.5,0.5,66,3,25.3,奈良
2022/9/24,23.6,61.5,20.4,3.4,22.1,奈良
2022/10/1,22.4,32.5,47.9,1.6,19.8,奈良
2022/10/8,20.1,48.5,24.9,1.8,17.7,奈良
2022/10/15,17.8,25.5,33.7,1.8,15.7,奈良
2022/10/22,17.3,11.5,46.1,1.5,14.8,奈良
2022/10/29,14.2,1.5,52.5,1.6,11.2,奈良
2022/11/5,14.2,11,43.1,1.7,12.7,奈良
2022/11/12,13.6,0,63.1,1.3,11.1,奈良
2022/11/19,12.1,14,39.8,1.6,10.6,奈良
2022/11/26,12.9,17.5,21.2,1.6,12.4,奈良
2022/12/3,10.6,24,32,1.8,10.1,奈良
2022/12/10,8.6,0,36.6,1.6,7.6,奈良
2022/12/17,6.8,12.5,29,2.2,6.9,奈良
2022/12/24,3.7,6,34,3.2,5.2,奈良
2022/12/31,5,0.5,34.1,2.1,6,奈良
2013/1/1,4.9,37,27,2,6.2,京都
2013/1/8,3,0.5,30.8,1.7,5.3,京都
2013/1/15,4.2,26,24.3,2,5.5,京都
2013/1/22,4.4,14,24,2.1,5.6,京都
2013/1/29,3.6,0.5,25.5,2.4,4.9,京都
2013/2/5,7.3,12,26.6,1.8,6.9,京都
2013/2/12,3.3,24,27.1,2.2,5.1,京都
2013/2/19,3.6,53,17.2,1.9,5.7,京都
2013/2/26,3.2,4.5,33.5,2.3,4.8,京都
2013/3/5,6.1,26,33.7,2,6.1,京都
2013/3/12,10.4,2.5,53.9,2.2,6.5,京都
2013/3/19,10.9,34.5,40.3,2.2,8.1,京都
2013/3/26,9.3,2,38,2.7,6.4,京都
2013/4/2,12,9.5,23.2,1.8,8.5,京都
2013/4/9,13.7,44,38.4,2.7,9.5,京都
2013/4/16,12.4,0,49.6,2.5,7.3,京都
2013/4/23,12.6,20,48.7,2.7,8.4,京都
2013/4/30,15,39,44.2,2.2,9.9,京都
2013/5/7,13.8,0,58,2.7,8.3,京都
2013/5/14,19,13,62.1,1.7,11.3,京都
2013/5/21,20.7,12,51.2,2.4,14.1,京都
2013/5/28,22.5,3,59.6,2.8,13.1,京都
2013/6/4,22.2,10,33.5,2,15.6,京都
2013/6/11,23.5,0,37.2,2.6,15.8,京都
2013/6/18,27.1,13.5,42.4,2.2,21.1,京都
2013/6/25,22.7,111,9.4,1.9,21.3,京都
2013/7/2,24.3,49,28.9,2.6,19.6,京都
2013/7/9,28.1,36.5,35.1,2.5,26.5,京都
2013/7/16,28.3,77.5,33.5,2,25.9,京都
2013/7/23,28.2,0,48.2,2.1,22.9,京都
2013/7/30,28.4,25,27.9,1.8,26.4,京都
2013/8/6,28.1,66,38.8,1.9,26.3,京都
2013/8/13,30.8,0,67.3,1.9,26.1,京都
2013/8/20,31.1,0,65.8,2.1,23.7,京都
2013/8/27,27.7,32.5,25,1.9,25.6,京都
2013/9/3,26.3,69,17.6,2,25.3,京都
2013/9/10,23.7,42.5,27,1.9,21.6,京都
2013/9/17,25.8,251,46.2,2.3,22.4,京都
2013/9/24,24.7,0,71.6,1.8,17.4,京都
2013/10/1,23,0,54.6,2.5,15.8,京都
2013/10/8,23.9,0,28.8,2.4,18.8,京都
2013/10/15,22.5,44.5,40.1,2.3,18,京都
2013/10/22,17.3,51.5,18.7,1.9,14.2,京都
2013/10/29,16.9,121.5,18.4,2.1,14.1,京都
2013/11/5,15.6,15,32.8,1.6,12.2,京都
2013/11/12,13.5,5,23.1,1.6,10.8,京都
2013/11/19,10.7,14,44.2,1.7,8.5,京都
2013/11/26,10,14.5,43.7,1.8,7.6,京都
2013/12/3,7.6,1.5,50.1,1.8,6.3,京都
2013/12/10,8.6,17.5,36.6,1.7,7.4,京都
2013/12/17,5.5,0,19.6,2.2,5.4,京都
2013/12/24,5.8,23.5,19.3,2,6.6,京都
2013/12/31,4.4,18.5,36,1.8,5.8,京都
2014/1/1,4.6,19,30.5,1.8,5.9,京都
2014/1/8,4.7,30,25.7,1.4,5.9,京都
2014/1/15,3.4,0,43.4,1.9,5.1,京都
2014/1/22,3.3,4.5,22.4,1.9,5.3,京都
2014/1/29,5.3,4,38,1.6,5.9,京都
2014/2/5,7.6,5.5,24.9,2.1,7.7,京都
2014/2/12,2.8,18.5,27.3,2.6,5,京都
2014/2/19,3.8,28.5,17.7,2.5,5.3,京都
2014/2/26,5,0,44.3,2,5.1,京都
2014/3/5,8.8,23,17.7,2.3,8.2,京都
2014/3/12,4.7,1,49.1,2.6,5,京都
2014/3/19,9.6,36.5,37.7,2.3,7.7,京都
2014/3/26,10.2,60,33.4,2,8.3,京都
2014/4/2,14.1,33,48.3,2.5,9.4,京都
2014/4/9,11.7,9,47.5,2.6,7.9,京都
2014/4/16,13.5,0,58.1,2.2,6,京都
2014/4/23,14.9,8,31.7,2.5,9.6,京都
2014/4/30,17.5,67.5,49.1,2.1,10.8,京都
2014/5/7,17.4,7.5,56.9,2.2,10.6,京都
2014/5/14,19.5,13.5,57.2,2.5,11.5,京都
2014/5/21,19.6,45.5,49.8,2.7,12.1,京都
2014/5/28,20.4,11.5,34.2,2.3,14.5,京都
2014/6/4,25.5,2,,2.4,15.4,京都
2014/6/11,23.5,13,,2.5,20.3,京都
2014/6/18,23.4,4,,2.1,17.3,京都
2014/6/25,24.4,5,,2.1,18.4,京都
2014/7/2,24.9,37,,1.9,20.7,京都
2014/7/9,25.2,67,,2.1,24.7,京都
2014/7/16,27.6,17.5,,2.1,25.7,京都
2014/7/23,28.3,7,29.2,2,24.9,京都
2014/7/30,29.4,6.5,45.6,2.3,25.2,京都
2014/8/6,29,5,21.5,2.2,27,京都
2014/8/13,27,241,19.5,2.8,25.7,京都
2014/8/20,29.1,172,37.3,2,28.3,京都
2014/8/27,27.3,63.5,15.2,1.9,25.9,京都
2014/9/3,24.8,11.5,20.8,2,21.9,京都
2014/9/10,25,30,32.2,1.9,21.9,京都
2014/9/17,22.9,3,52.4,2.1,16.4,京都
2014/9/24,21.5,11,33.9,1.9,15.3,京都
2014/10/1,23.2,15,51.1,2.3,17.2,京都
2014/10/8,21.2,25.5,28.4,2.3,16.8,京都
2014/10/15,19.8,60,20.1,2.7,15.8,京都
2014/10/22,17.7,10,41.1,1.8,13.6,京都
2014/10/29,16,8.5,54.7,1.9,11.6,京都
2014/11/5,16.1,18.5,25.3,1.8,13.1,京都
2014/11/12,15,7.5,31.8,1.8,11.7,京都
2014/11/19,10.1,0,31.8,2.1,7.5,京都
2014/11/26,12.1,25.5,38.5,1.3,9.6,京都
2014/12/3,11.7,17.5,36.2,1.9,9.8,京都
2014/12/10,5.7,10,33.7,1.7,6.2,京都
2014/12/17,5.1,34.5,20.3,2.6,5.8,京都
2014/12/24,4.5,20.5,28.8,2.1,5.8,京都
2014/12/31,5.7,20.5,28.4,1.8,6.5,京都
2015/1/1,5,33,31.5,1.9,6.3,京都
2015/1/8,3.8,21,24.8,1.9,6.2,京都
2015/1/15,5,24.5,21.7,2,6.2,京都
2015/1/22,5.7,20,19.4,1.8,6.7,京都
2015/1/29,5.9,32.5,22.4,1.8,6.7,京都
2015/2/5,3.9,17,14.4,1.8,6.1,京都
2015/2/12,4.4,2,29,2.1,5.3,京都
2015/2/19,4.9,16,33.1,2.2,6,京都
2015/2/26,8.7,18.5,24.4,1.5,7.9,京都
2015/3/5,6.7,54.5,23.5,2.4,6.5,京都
2015/3/12,6.4,38.5,25.1,2.3,6.4,京都
2015/3/19,11.3,60,28,1.7,9.6,京都
2015/3/26,9.2,1.5,58.9,2.4,6.7,京都
2015/4/2,14,16.5,53.7,2.1,9.7,京都
2015/4/9,13.1,43.5,9,2.3,11.8,京都
2015/4/16,13.3,59,17.1,2.2,11.1,京都
2015/4/23,16,49,43.1,2.1,10.8,京都
2015/4/30,19.8,0,71.5,2.3,10.7,京都
2015/5/7,20.8,16.5,51.8,2,13.3,京都
2015/5/14,19.3,40.5,52.5,2.5,12.2,京都
2015/5/21,20.4,71,39.8,2.3,14.7,京都
2015/5/28,23.1,0,42,2.1,12.8,京都
2015/6/4,23.6,40.5,49,2.5,16,京都
2015/6/11,20.3,69.5,21.1,2.2,16.4,京都
2015/6/18,24.3,11.5,27.8,2,19.4,京都
2015/6/25,23.8,77,29.9,2.1,20.1,京都
2015/7/2,22.9,98,18.7,2.2,20.2,京都
2015/7/9,23.9,32.5,4,1.6,22.7,京都
2015/7/16,29.3,9.5,43.8,3.2,25.6,京都
2015/7/23,26.8,326.5,21.1,2.5,26,京都
2015/7/30,29.2,14.5,46.2,2.1,26.7,京都
2015/8/6,31.6,1,66.3,2.2,27.7,京都
2015/8/13,29.7,41.5,44.7,1.9,25.4,京都
2015/8/20,27.1,115,29.4,1.7,24.8,京都
2015/8/27,27,43.5,37.5,2.3,23.7,京都
2015/9/3,25.1,107,12,1.7,25,京都
2015/9/10,23.5,77,18.2,1.8,22.1,京都
2015/9/17,22.5,24,38.2,2.1,17.7,京都
2015/9/24,22.5,6,47,2.3,17.4,京都
2015/10/1,21.7,24.5,31.2,1.9,16.8,京都
2015/10/8,19.3,21,56,2.4,13,京都
2015/10/15,18.1,4,38.9,1.7,12.6,京都
2015/10/22,19.1,0,61.7,1.6,13.4,京都
2015/10/29,16.9,6,66.7,2.1,11.3,京都
2015/11/5,14.3,14.5,44.2,1.6,10.6,京都
2015/11/12,16.7,51,26.5,1.6,13.8,京都
2015/11/19,16.3,102,13.3,1.9,14.6,京都
2015/11/26,13.6,9.5,14.4,1.6,11,京都
2015/12/3,9.6,13.5,42.6,1.9,7.8,京都
2015/12/10,9.5,8.5,43.3,2,7.5,京都
2015/12/17,11.5,54,22.1,2,9.8,京都
2015/12/24,7.7,25,17.3,1.3,8.3,京都
2015/12/31,6.5,0,36.5,2,6.4,京都
2016/1/1,5.9,1,42.3,1.9,6.1,京都
2016/1/8,8.2,0,32.1,1.6,7.6,京都
2016/1/15,5.9,0,45.5,1.9,5.4,京都
2016/1/22,4.2,22.5,28.6,2.5,5.7,京都
2016/1/29,3.8,49.5,31.3,2,5.3,京都
2016/2/5,5.9,4,29.8,2,5.8,京都
2016/2/12,5.4,3,45.2,2.1,5.5,京都
2016/2/19,8,66,40.2,2.3,7.6,京都
2016/2/26,6.1,27,28.1,2.4,5.8,京都
2016/3/4,7.1,3,48.9,2.1,6.2,京都
2016/3/11,11.9,28.5,17.3,2.2,9.6,京都
2016/3/18,8.7,28.5,36.9,1.8,6.6,京都
2016/3/25,9.9,11,42.3,2.8,6.7,京都
2016/4/1,11.6,4,44.2,2.1,7.8,京都
2016/4/8,15.8,101,21.1,2.2,11.6,京都
2016/4/15,15,28.5,46.7,2.7,9.8,京都
2016/4/22,16.5,25,47,2.2,10.9,京都
2016/4/29,17.5,23,34.2,2.3,12.2,京都
2016/5/6,19,13,55.2,2.6,10.7,京都
2016/5/13,18.9,48,37.8,1.9,14.7,京都
2016/5/20,21,53.5,64.2,2.3,13.1,京都
2016/5/27,23.8,17.5,53.5,2.2,15.5,京都
2016/6/3,21.1,15.5,51,2.4,14.8,京都
2016/6/10,22.4,22.5,29.8,2.3,17.7,京都
2016/6/17,24.2,79,14.5,2.2,21.3,京都
2016/6/24,24.2,105,24.3,1.8,22,京都
2016/7/1,24,77.5,16,1.8,22.1,京都
2016/7/8,29,5,37.6,2.3,26.1,京都
2016/7/15,27.2,61.5,21.2,1.9,26.5,京都
2016/7/22,27.3,3,48.5,2,22.5,京都
2016/7/29,27.5,20,27.2,2,24.8,京都
2016/8/5,29.4,13,59.5,1.9,24.8,京都
2016/8/12,29.7,0,72.1,2.3,23.1,京都
2016/8/19,29.3,53,40.3,2,27.3,京都
2016/8/26,30,0.5,50.4,2.7,25.7,京都
2016/9/2,26,95,40.4,2.4,21,京都
2016/9/9,27.4,88.5,30.2,2.4,25.1,京都
2016/9/16,25.6,20,22,1.8,22.1,京都
2016/9/23,23.5,221.5,3.6,1.7,23.4,京都
2016/9/30,24.3,128.5,17.8,1.7,23.4,京都
2016/10/7,23.9,33.5,22.6,1.8,21.8,京都
2016/10/14,19.2,7.5,31.2,2.2,14.3,京都
2016/10/21,20.6,39.5,42.4,2.1,15.7,京都
2016/10/28,17.2,18,20.1,1.9,13.5,京都
2016/11/4,13.5,6.5,38.4,1.8,10,京都
2016/11/11,11.9,11.5,30.8,1.6,9.9,京都
2016/11/18,13.6,19,40.9,1.7,10.8,京都
2016/11/25,13.4,8,18.2,1.8,11.6,京都
2016/12/2,10.6,38.5,24.6,1.7,9.3,京都
2016/12/9,9.9,9,39.9,1.5,8.8,京都
2016/12/16,6.4,32.5,25,2.1,7.1,京都
2016/12/23,9.3,24,33,1.4,8.8,京都
2016/12/30,6.5,26,26.5,1.9,7,京都
2017/1/1,6.3,26,27.4,1.8,6.9,京都
2017/1/8,6.5,20.5,33.2,1.7,6.5,京都
2017/1/15,4.8,14.5,30.5,2.5,5.9,京都
2017/1/22,3.6,15,33.2,1.9,5.8,京都
2017/1/29,3.8,9,34.5,1.7,5.6,京都
2017/2/5,5.5,16,28.3,2.1,6.6,京都
2017/2/12,3.4,9.5,23.5,2.5,5.5,京都
2017/2/19,5.6,2,33.7,1.8,6.2,京都
2017/2/26,6.2,14.5,24.9,2.3,6.2,京都
2017/3/5,7.4,2.5,43.4,2.1,6.1,京都
2017/3/12,6.3,0,36.6,2.3,5.6,京都
2017/3/19,7.9,5,35.1,2.4,6.3,京都
2017/3/26,8.9,36.5,34,2.1,6.4,京都
2017/4/2,9.5,13,42.3,2.2,6.9,京都
2017/4/9,15,27,28.2,1.9,11.9,京都
2017/4/16,14.3,24,37.7,2.6,10,京都
2017/4/23,15.6,66.5,40.7,2.2,10.2,京都
2017/4/30,16.3,10.5,53.6,2.3,10,京都
2017/5/7,19.2,0.5,50.9,2.4,12.2,京都
2017/5/14,20.1,49.5,31.6,2.2,14.2,京都
2017/5/21,21.1,0,62.9,2,11,京都
2017/5/28,21.6,15,53,2.2,14.9,京都
2017/6/4,22.1,18.5,61,2.5,14.4,京都
2017/6/11,21.1,26,48.7,2.1,14.1,京都
2017/6/18,21.8,0,64.4,2.3,13.1,京都
2017/6/25,24.3,113.5,40.1,2.1,18.4,京都
2017/7/2,25.5,84,15,1.9,23.8,京都
2017/7/9,26.7,70,28.8,1.8,26.2,京都
2017/7/16,29.3,10,42.1,2,26.7,京都
2017/7/23,28.9,19,31.7,2.3,27.2,京都
2017/7/30,28.7,15.5,21,2.1,28.2,京都
2017/8/6,29.4,16.5,35.2,2.7,27.5,京都
2017/8/13,28.5,74,34.6,2.8,26.4,京都
2017/8/20,27.9,38,33.6,1.8,26.4,京都
2017/8/27,29.6,1,39.2,2.1,26.1,京都
2017/9/3,26.8,0,53.9,2.8,20.3,京都
